-21,
-19,
-18,
-17,
-16,
-15,
-14,
-12,
-11,
-10,
-9,
-8,
-6,
-5,
-4,
-3,
-2,
0,
1,
2,
4,
5,
6,
7,
9,
10,
12,
13,
14,
16,
17,
19,
21,
22,
24,
25,
27,
29,
31,
33,
35,
37,
40,
42,
45,
48,
52,
57,
68,
